Posted Date,Tran Date,Description,Card,Amount,Balance
4/13/2023,4/11/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.69),--
4/12/2023,4/11/2023,SPOTIFY 877-778-1161 NY,6918,($9.99),--
4/12/2023,4/11/2023,Amazon Prime*HS9JB9WB2 Amzn.com/bill WA,6918,($14.99),--
4/11/2023,4/11/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
4/12/2023,4/11/2023,AMZN Mktp US*HJ3C524C2 Amzn.com/bill WA,8201,($25.99),--
4/12/2023,4/11/2023,FRED M FUEL #9482 Q76 BEAVERTON OR,6918,($69.34),--
4/12/2023,4/11/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($277.78),--
4/12/2023,4/10/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($4.78),--
4/11/2023,4/10/2023,KFC C748019 BEAVERTON OR,6918,($21.68),--
4/11/2023,4/10/2023,AMZN Mktp US*HJ3F02GM0 Amzn.com/bill WA,8201,($22.25),--
4/10/2023,4/9/2023,PASTINI NE BROADWAY PORTLAND OR,6918,($66.50),--
4/10/2023,4/9/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($188.78),--
4/10/2023,4/8/2023,CVS/PHARMACY #11150 PORTLAND OR,8201,($2.37),--
4/10/2023,4/8/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($4.20),--
4/10/2023,4/8/2023,GOOGLE *YouTubePremium g.co/helppay# CA,6918,($7.92),--
4/10/2023,4/8/2023,CVS/PHARMACY #11150 PORTLAND OR,8201,($9.50),--
4/10/2023,4/8/2023,SQ *KAADY CAR WASHES Beaverton OR,8201,($10.00),--
4/10/2023,4/8/2023,CVS/PHARMACY #11150 PORTLAND OR,8201,($20.00),--
4/10/2023,4/8/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($35.78),--
4/10/2023,4/8/2023,MCMENAMINS CEDAR HILLS BEAVERTON OR,6918,($63.00),--
4/10/2023,4/8/2023,MICHAELS STORES 9887 BEAVERTON OR,8201,($66.74),--
4/10/2023,4/8/2023,OLD NAVY US 5890 BEAVERTON OR,8201,($94.72),--
4/10/2023,4/8/2023,PETCO 251 63502512 BEAVERTON OR,8201,($127.99),--
4/7/2023,4/7/2023,INTEREST CHARGE-CASH ADVA NCES,6918,($3.20),--
4/10/2023,4/7/2023,F15 CAFE ALOHA OR,6918,($6.49),--
4/7/2023,4/7/2023,INTEREST CHARGE-PURCHASES,6918,($119.75),--
4/10/2023,4/6/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($5.58),--
4/7/2023,4/6/2023,SQ *MR BENTO BURGER OS Hillsboro OR,6918,($19.50),--
4/7/2023,4/6/2023,76 - SEI 35335 BEAVERTON OR,8201,($35.78),--
4/6/2023,4/5/2023,SQ *MR BENTO BURGER OS Hillsboro OR,6918,($19.50),--
4/6/2023,4/4/2023,ARBYS 7835 HILLSBORO OR,6918,($10.99),--
4/4/2023,4/4/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
4/5/2023,4/4/2023,FRED M FUEL #9482 Q76 BEAVERTON OR,8201,($25.02),--
4/5/2023,4/4/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($81.03),--
4/4/2023,4/3/2023,Bye Bye Bar Zurich,6918,($8.67),--
4/4/2023,4/3/2023,NZZ Bar ZH Zurich,6918,($9.22),--
4/4/2023,4/3/2023,KFC C748019 BEAVERTON OR,6918,($13.68),--
4/4/2023,4/3/2023,SQ *KAADY CAR WASHES Beaverton OR,6918,($15.00),--
4/3/2023,4/3/2023,AMZN Mktp US*HY1SR1Q12 Amzn.com/bill WA,8201,($50.99),--
4/4/2023,4/3/2023,UBER TRIP HELP.UBER.COM CA,6918,($123.03),--
4/4/2023,4/3/2023,PORTLAND GENERAL ELECTRIC 800-542-8818 OR,6918,($311.72),--
4/4/2023,4/3/2023,Hyatt Regency Zurich Zurich,6918,($390.32),--
4/3/2023,4/2/2023,MCDONALDS KLOTEN AIPOR ZUERICH,6918,($16.90),--
4/3/2023,4/2/2023,AMZN Mktp US*HS8IT2ZY0 Amzn.com/bill WA,8201,($21.84),--
4/3/2023,4/2/2023,Confiserie Sprungli AG V7 Zurich,6918,($22.44),--
4/3/2023,4/2/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($84.27),--
4/3/2023,4/2/2023,YSI*Pallas Apartment Home 503-6055000 OR,6918,"($2,710.46)",--
4/3/2023,4/1/2023,Prime Video*HY44X4102 888-802-3080 WA,6918,($8.99),--
4/3/2023,4/1/2023,IPSY GLAM BAG HELP.IPSY.COM CA,6918,($14.99),--
4/3/2023,4/1/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
4/3/2023,4/1/2023,Foodland Kiosk Zurich,6918,($25.13),--
4/3/2023,4/1/2023,ROSS STORES #1038 BEAVERTON OR,8201,($32.96),--
4/3/2023,4/1/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($71.36),--
4/3/2023,3/31/2023,Work n Eat Truebach,6918,($9.32),--
4/3/2023,3/31/2023,Hyatt Regency Zurich Zurich,6918,($87.31),--
4/3/2023,3/30/2023,Work n Eat Truebach,6918,($15.28),--
3/31/2023,3/30/2023,MCDONALD'S BUCHS SG,6918,($20.52),--
3/31/2023,3/30/2023,CHEWY.COM 800-672-4399 FL,8201,($42.93),--
3/31/2023,3/30/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($61.99),--
3/31/2023,3/30/2023,TMOBILE*AUTO PAY 800-937-8997 WA,6918,($149.77),--
3/31/2023,3/30/2023,Hyatt Regency Zurich Zurich,6918,($189.98),--
4/3/2023,3/29/2023,Work n Eat Truebach,6918,($15.33),--
3/30/2023,3/29/2023,ZIPLY FIBER * INTERNET 866-699-4759 WA,6918,($212.72),--
4/3/2023,3/28/2023,Work n Eat Truebach,6918,($15.30),--
3/30/2023,3/28/2023,OFFICE DEPOT #3369 800-463-3768 OR,8201,($15.99),--
3/30/2023,3/28/2023,OFFICE DEPOT #3369 BEAVERTON OR,8201,($16.99),--
3/28/2023,3/28/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
3/29/2023,3/28/2023,Migros MM Buchs Buchs SG,6918,($34.86),--
3/27/2023,3/27/2023,Etsy.com - Multiple Shops 718-8557955 NY,8201,($11.56),--
4/3/2023,3/27/2023,Work n Eat Truebach,6918,($15.33),--
3/28/2023,3/27/2023,NEW SEASONS MARKET BEAVERTON OR,8201,($35.01),--
3/27/2023,3/27/2023,IKEA 432886837 888-434-4532 MD,8201,($92.96),--
3/27/2023,3/26/2023,AMZN Mktp US*HY0418N70 Amzn.com/bill WA,8201,($47.99),--
3/27/2023,3/25/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
3/27/2023,3/25/2023,MCDONALD'S BUCHS SG,6918,($22.56),--
3/24/2023,3/24/2023,MOB PAYMENT RECEIVED,6918,"$8,000.00 ",--
3/27/2023,3/24/2023,Work n Eat Truebach,6918,($12.61),--
3/27/2023,3/24/2023,MCDONALD'S BUCHS SG,6918,($20.62),--
3/27/2023,3/24/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($43.56),--
3/27/2023,3/24/2023,76 - SEI 35335 BEAVERTON OR,8201,($65.98),--
3/24/2023,3/23/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($104.56),--
3/24/2023,3/23/2023,GEICO *AUTO 800-841-3000 DC,6918,($106.47),--
3/23/2023,3/22/2023,Coop-1346 Trubbach Trubbach,6918,($7.06),--
3/27/2023,3/22/2023,Work n Eat Truebach,6918,($19.55),--
3/27/2023,3/21/2023,Work n Eat Truebach,6918,($9.22),--
3/21/2023,3/21/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
3/27/2023,3/20/2023,Work n Eat Truebach,6918,($12.46),--
3/22/2023,3/20/2023,STARBUCKS 800-782-7282 800-782-7282 WA,8201,($15.00),--
3/21/2023,3/20/2023,Migros MM Buchs Buchs SG,6918,($31.26),--
3/21/2023,3/20/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($51.51),--
3/21/2023,3/20/2023,Coop Tankstelle Bu Buchs SG,6918,($76.51),--
3/21/2023,3/20/2023,TARGET.COM * 800-591-3869 MN,8201,($167.99),--
3/20/2023,3/19/2023,76 - SEI 35335 BEAVERTON OR,8201,($65.98),--
3/20/2023,3/18/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
3/20/2023,3/18/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($124.67),--
3/20/2023,3/17/2023,VEGGIE GRILL - 8 BEAV 503-3502369 OR,8201,($4.20),--
3/20/2023,3/17/2023,Etsy.com - Multiple Shops 718-8557955 NY,8201,($10.65),--
3/20/2023,3/17/2023,WALGREENS #15071 PORTLAND OR,8201,($55.89),--
3/21/2023,3/16/2023,Work n Eat Truebach,6918,($9.32),--
3/20/2023,3/15/2023,Work n Eat Truebach,6918,($15.39),--
3/16/2023,3/14/2023,THE HOME DEPOT #4001 PORTLAND OR,8201,($10.93),--
3/14/2023,3/14/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
3/15/2023,3/13/2023,VEGGIE GRILL - 8 BEAV 503-3502369 OR,8201,($4.02),--
3/20/2023,3/13/2023,Work n Eat Truebach,6918,($12.54),--
3/15/2023,3/13/2023,STARBUCKS 800-782-7282 800-782-7282 WA,8201,($15.00),--
3/14/2023,3/13/2023,FRED M FUEL #9482 Q76 BEAVERTON OR,8201,($29.74),--
3/14/2023,3/13/2023,Migros MM Buchs Buchs SG,6918,($73.09),--
3/13/2023,3/11/2023,SPOTIFY 877-778-1161 NY,6918,($9.99),--
3/13/2023,3/11/2023,Amazon Prime*HG8KF6OF2 Amzn.com/bill WA,6918,($14.99),--
3/13/2023,3/11/2023,PETSMART # 0384 BEAVERTON OR,8201,($52.52),--
3/13/2023,3/11/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($70.96),--
3/13/2023,3/11/2023,Migros MM Buchs Buchs SG,6918,($77.13),--
3/13/2023,3/10/2023,CVS/PHARMACY #11150 PORTLAND OR,8201,($6.97),--
3/13/2023,3/10/2023,TJMAXX #0343 BEAVERTON OR,8201,($13.98),--
3/13/2023,3/10/2023,NEW SEASONS MARKET BEAVERTON OR,8201,($16.22),--
3/13/2023,3/10/2023,THAI IMBISS TAKE AWAY SARGANS,6918,($18.77),--
3/13/2023,3/10/2023,GOODWILL OF CEDAR HILLS BEAVERTON OR,8201,($30.95),--
3/13/2023,3/10/2023,PIZZA TONI GMBH CHUR,6918,($37.35),--
3/13/2023,3/10/2023,THE HOME DEPOT #4001 PORTLAND OR,8201,($49.65),--
3/13/2023,3/10/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($146.60),--
3/13/2023,3/10/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($678.98),--
3/14/2023,3/9/2023,Work n Eat Truebach,6918,($9.06),--
3/10/2023,3/9/2023,MCDONALD'S BUCHS SG,6918,($19.71),--
3/10/2023,3/9/2023,BNC SERVICES 800-325-3252 MO,6918,($37.93),--
3/9/2023,3/8/2023,GOOGLE *YouTubePremium g.co/helppay# CA,6918,($7.92),--
3/13/2023,3/8/2023,Work n Eat Truebach,6918,($12.39),--
3/9/2023,3/8/2023,AMZN Mktp US*H58QM77W1 Amzn.com/bill WA,8201,($25.76),--
3/9/2023,3/8/2023,ESTORE ONTHEHUB COM www kivuto co DE,6918,($29.95),--
3/8/2023,3/8/2023,INTEREST CHARGE-CASH ADVA NCES,6918,($76.43),--
3/13/2023,3/7/2023,Work n Eat Truebach,6918,($12.36),--
3/8/2023,3/7/2023,STARBUCKS 800-782-7282 800-782-7282 WA,8201,($15.00),--
3/7/2023,3/7/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($20.75),--
3/6/2023,3/6/2023,ATM CASH ADVANCE FEE,6918,($1.00),--
3/13/2023,3/6/2023,Work n Eat Truebach,6918,($12.30),--
3/6/2023,3/4/2023,PETSMART # 0384 BEAVERTON OR,8201,$29.99 ,--
3/6/2023,3/4/2023,PETSMART # 0384 BEAVERTON OR,8201,($16.10),--
3/6/2023,3/4/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($71.36),--
3/6/2023,3/4/2023,PETSMART # 0384 BEAVERTON OR,8201,($75.49),--
3/6/2023,3/4/2023,PETCO 251 63502512 BEAVERTON OR,8201,($75.98),--
3/6/2023,3/4/2023,Migros MM Buchs Buchs SG,6918,($169.41),--
3/6/2023,3/4/2023,SGKB Buchs 1 / Bahnhofstr Buchs,6918,($213.83),--
3/6/2023,3/4/2023,TUESDAY MORNING # 0395 PORTLAND OR,8201,($237.52),--
3/6/2023,3/4/2023,YSI*Pallas Apartment Home 503-6055000 OR,6918,"($2,702.90)",--
3/3/2023,3/3/2023,MOB PAYMENT RECEIVED,6918,"$9,000.00 ",--
3/6/2023,3/3/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($6.99),--
3/6/2023,3/3/2023,MCDONALD'S BUCHS SG,6918,($18.88),--
3/3/2023,3/3/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($20.75),--
3/6/2023,3/3/2023,AMZN Mktp US*HD04N5IU2 Amzn.com/bill WA,8201,($51.45),--
3/6/2023,3/3/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($104.89),--
3/6/2023,3/3/2023,ENTERPRISE CAR RENTAL ZURICH,6918,"($2,171.95)",--
3/3/2023,3/2/2023,CHEWY.COM 800-672-4399 FL,8201,($42.93),--
3/3/2023,3/2/2023,UBER* TRIP WWW.UBER.COM CA,6918,($78.43),--
3/6/2023,3/2/2023,OUTBACK 3811 PORTLAND OR,6918,($80.94),--
3/2/2023,3/1/2023,AMZN DIGITAL*HD9UX1S21 88 888-802-3080 WA,6918,($8.99),--
3/3/2023,3/1/2023,CHICK-FIL-A #04048 BEAVERTON OR,6918,($13.34),--
3/1/2023,3/1/2023,IPSY GLAM BAG HELP.IPSY.COM CA,6918,($14.99),--
3/2/2023,3/1/2023,SQ *KAADY CAR WASHES Beaverton OR,6918,($15.00),--
3/2/2023,3/1/2023,STARBUCKS 800-782-7282 800-782-7282 WA,8201,($15.00),--
3/2/2023,3/1/2023,RITE AID 05356 PORTLAND OR,6918,($15.79),--
3/3/2023,3/1/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($17.19),--
3/2/2023,3/1/2023,BNC SERVICES 800-325-3252 MO,6918,($28.13),--
3/3/2023,3/1/2023,ULTA #188 BEAVERTON OR,6918,($64.57),--
3/2/2023,3/1/2023,TILLY'S 278 BEAVERTON OR,6918,($134.04),--
3/2/2023,3/1/2023,PORTLAND GENERAL ELECTRIC 800-542-8818 OR,6918,($281.40),--
3/1/2023,2/28/2023,PETSMART # 0384 BEAVERTON OR,6918,$10.00 ,--
3/2/2023,2/28/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.89),--
3/1/2023,2/28/2023,STARBUCKS 800-782-7282 800-782-7282 WA,8201,($15.00),--
2/28/2023,2/28/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
3/1/2023,2/28/2023,PETSMART # 0384 BEAVERTON OR,6918,($63.96),--
3/2/2023,2/28/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($73.78),--
3/1/2023,2/28/2023,PETCO 251 63502512 BEAVERTON OR,6918,($77.65),--
3/2/2023,2/28/2023,THE HOME DEPOT 4001 PORTLAND OR,6918,($241.99),--
2/28/2023,2/27/2023,KFC C748019 BEAVERTON OR,6918,($17.08),--
2/28/2023,2/27/2023,TMOBILE*AUTO PAY 800-937-8997 WA,6918,($145.84),--
2/28/2023,2/26/2023,BB DINER BEAVERTON #30 BEAVERTON OR,6918,($42.96),--
2/27/2023,2/26/2023,FRED M FUEL #9482 Q76 BEAVERTON OR,6918,($54.37),--
2/27/2023,2/26/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($210.18),--
2/27/2023,2/25/2023,INTEL RA3 CAFE HILLSBORO OR,6918,($8.30),--
2/27/2023,2/25/2023,NEW SEASONS MARKET BEAVERTON OR,6918,($26.58),--
2/27/2023,2/25/2023,RED ROBIN NO 41 BEAVERTON OR,6918,($60.80),--
2/27/2023,2/25/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($71.27),--
2/27/2023,2/24/2023,INTEL RA3 CAFE HILLSBORO OR,6918,($13.13),--
2/27/2023,2/24/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($65.89),--
2/27/2023,2/23/2023,INTEL RA3 CAFE HILLSBORO OR,6918,($7.17),--
2/23/2023,2/23/2023,CHEVRON 0203380 ALOHA OR,6918,($20.00),--
2/24/2023,2/23/2023,GEICO *AUTO 800-841-3000 DC,6918,($106.47),--
2/23/2023,2/23/2023,AIRBNB HM584FXDXR AIRBNB.COM CA,6918,"($3,151.80)",--
2/24/2023,2/22/2023,INTEL RA4 CAFE HILLSBORO OR,6918,($8.21),--
2/21/2023,2/21/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
2/23/2023,2/21/2023,1830 GREAT CLIPS AT WALKE BEAVERTON OR,6918,($24.00),--
2/22/2023,2/21/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($53.71),--
2/21/2023,2/20/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($4.20),--
2/21/2023,2/20/2023,SQ *SALT & STRAW Beaverton OR,6918,($15.00),--
2/21/2023,2/20/2023,KFC C748019 BEAVERTON OR,6918,($17.08),--
2/21/2023,2/20/2023,AMZN Mktp US*HP7F98NV1 Amzn.com/bill WA,6918,($48.44),--
2/20/2023,2/18/2023,POPEYES 10587 BEAVERTON OR,6918,($12.49),--
2/20/2023,2/18/2023,NEW SEASONS MARKET BEAVERTON OR,6918,($24.96),--
2/20/2023,2/18/2023,MCMENAMINS CEDAR HILLS BEAVERTON OR,6918,($60.00),--
2/20/2023,2/17/2023,INTEL RA4 CAFE HILLSBORO OR,6918,($10.89),--
2/20/2023,2/17/2023,7-ELEVEN 38537 HILLSBORO OR,6918,($20.13),--
2/20/2023,2/17/2023,76 - SEI 35335 BEAVERTON OR,8201,($72.18),--
2/20/2023,2/17/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($124.07),--
2/16/2023,2/16/2023,MOB PAYMENT RECEIVED,6918,"$6,000.00 ",--
2/20/2023,2/16/2023,INTEL RA4 CAFE HILLSBORO OR,6918,($6.91),--
2/20/2023,2/16/2023,STARBUCKS 800-782-7282 800-782-7282 WA,8201,($15.00),--
2/16/2023,2/16/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($23.50),--
2/16/2023,2/15/2023,Amazon.com*HE2VV5AH2 Amzn.com/bill WA,6918,($0.79),--
2/15/2023,2/15/2023,SQ *SALT & STRAW Beaverton OR,6918,($15.00),--
2/16/2023,2/15/2023,KFC C748019 BEAVERTON OR,6918,($16.88),--
2/16/2023,2/14/2023,TST* Killer Burger - Ceda Beaverton OR,6918,($6.00),--
2/15/2023,2/14/2023,POPEYES 10587 BEAVERTON OR,6918,($12.29),--
2/16/2023,2/14/2023,TST* Killer Burger - Ceda Beaverton OR,6918,($32.15),--
2/15/2023,2/14/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($146.99),--
2/16/2023,2/14/2023,THE HOME DEPOT 4001 PORTLAND OR,6918,($312.79),--
2/13/2023,2/12/2023,AMZN Mktp US Amzn.com/bill WA,8201,$25.49 ,--
2/13/2023,2/12/2023,WHOLEFDS TAN 10327 HILLSBORO OR,8201,($14.68),--
2/13/2023,2/12/2023,POPEYES 10587 BEAVERTON OR,6918,($14.99),--
2/13/2023,2/12/2023,PETSMART # 0384 BEAVERTON OR,8201,($34.92),--
2/13/2023,2/12/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($243.35),--
2/13/2023,2/11/2023,SHELL OIL 57443150800 TIGARD OR,8201,($7.29),--
2/13/2023,2/11/2023,SPOTIFY 877-778-1161 NY,6918,($9.99),--
2/13/2023,2/11/2023,Amazon Prime*9S7HG85T3 Amzn.com/bill WA,6918,($14.99),--
2/13/2023,2/11/2023,KFC C748019 BEAVERTON OR,6918,($16.68),--
2/13/2023,2/11/2023,SHELL OIL 57443150800 TIGARD OR,6918,($20.00),--
2/13/2023,2/11/2023,SUPERPLAY BEAVERTON OR,6918,($27.00),--
2/13/2023,2/11/2023,SUPERPLAY BEAVERTON OR,6918,($30.35),--
2/13/2023,2/11/2023,OLIVE GARDEN 00012138 BEAVERTON OR,6918,($60.30),--
2/13/2023,2/11/2023,VANS #168 TIGARD OR,8201,($73.00),--
2/13/2023,2/10/2023,Amazon.com*CS3BC21N3 Amzn.com/bill WA,6918,($0.74),--
2/13/2023,2/10/2023,INTEL RA4 CAFE HILLSBORO OR,6918,($7.52),--
2/13/2023,2/10/2023,TARGET 00003442 BEAVERTON OR,6918,($15.87),--
2/13/2023,2/9/2023,INTEL RA4 CAFE HILLSBORO OR,6918,($6.00),--
2/10/2023,2/9/2023,TST* WHICH WICH 825 MAJES HILLSBORO OR,6918,($10.20),--
2/10/2023,2/9/2023,AMZN Mktp US*HC3QL3H93 Amzn.com/bill WA,8201,($12.99),--
2/10/2023,2/9/2023,FRED M FUEL #9482 Q76 BEAVERTON OR,8201,($36.17),--
2/10/2023,2/9/2023,AMZN Mktp US*HE7K21LL0 Amzn.com/bill WA,8201,($42.48),--
2/9/2023,2/8/2023,GOOGLE *YouTubePremium g.co/helppay# CA,6918,($7.92),--
2/10/2023,2/8/2023,7-ELEVEN 38537 HILLSBORO OR,6918,($20.07),--
2/10/2023,2/8/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($76.38),--
2/8/2023,2/8/2023,INTEREST CHARGE-CASH ADVA NCES,6918,($77.15),--
2/8/2023,2/8/2023,INTEREST CHARGE-PURCHASES,6918,($101.65),--
2/8/2023,2/7/2023,PETSMART # 0384 BEAVERTON OR,8201,($74.44),--
2/6/2023,2/6/2023,ATM CASH ADVANCE FEE,6918,($0.50),--
2/8/2023,2/6/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($13.57),--
2/7/2023,2/6/2023,IN N OUT BURGER 351 KEIZER OR,6918,($16.15),--
2/6/2023,2/5/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($13.53),--
2/7/2023,2/5/2023,TACO BELL#26830 KLAMATH FALLS OR,6918,($14.79),--
2/6/2023,2/5/2023,PBB 58 LLC PLEASANT HILL OR,6918,($19.97),--
2/6/2023,2/5/2023,CHEVRON 0305335 PLEASANT HILL OR,6918,($37.21),--
2/6/2023,2/5/2023,CHEVRON 0384286 WHITE CITY OR,6918,($53.00),--
2/6/2023,2/4/2023,MOB PAYMENT RECEIVED,6918,"$2,700.00 ",--
2/6/2023,2/4/2023,TARGET 00034132 PORTLAND OR,8201,($6.00),--
2/6/2023,2/4/2023,PETSMART # 0384 BEAVERTON OR,8201,($7.92),--
2/6/2023,2/4/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($12.07),--
2/6/2023,2/4/2023,KFC C748019 BEAVERTON OR,6918,($16.68),--
2/6/2023,2/4/2023,2905 SW CEDAR HILLS BEAVERTON OR,6918,($302.50),--
2/6/2023,2/4/2023,YSI*Pallas Apartment Home 503-6055000 OR,6918,"($2,692.45)",--
2/6/2023,2/3/2023,INTEL RA4 CAFE HILLSBORO OR,6918,($8.29),--
2/6/2023,2/3/2023,AMZN Mktp US*XO40C3UI3 Amzn.com/bill WA,6918,($32.39),--
2/6/2023,2/3/2023,FRED M FUEL #9661 Q76 HILLSBORO OR,6918,($48.82),--
2/6/2023,2/3/2023,SUSHI CHIYO BEAVERTON OR,6918,($60.72),--
2/6/2023,2/2/2023,INTEL RA4 CAFE HILLSBORO OR,6918,($11.66),--
2/3/2023,2/2/2023,NORDRACKCOM8889666283 888-966-6283 CA,8201,($89.92),--
2/1/2023,2/1/2023,Prime Video*QJ5705ZI3 888-802-3080 WA,6918,($3.74),--
2/2/2023,2/1/2023,TST* Noodle World - Portl hillsboro OR,6918,($13.58),--
2/1/2023,2/1/2023,IPSY GLAM BAG HELP.IPSY.COM CA,6918,($14.99),--
2/2/2023,2/1/2023,TJMAXX #0343 BEAVERTON OR,8201,($21.97),--
2/2/2023,2/1/2023,TUESDAY MORNING # 0395 PORTLAND OR,8201,($31.47),--
2/3/2023,2/1/2023,ROSS STORES #1038 BEAVERTON OR,8201,($37.98),--
2/2/2023,2/1/2023,PORTLAND GENERAL ELECTRIC 800-542-8818 OR,6918,($299.10),--
2/1/2023,1/31/2023,AMZN Mktp US*3J1BA8I43 Amzn.com/bill WA,6918,($7.49),--
2/1/2023,1/31/2023,WALGREENS #15071 PORTLAND OR,8201,($11.13),--
2/2/2023,1/31/2023,TACO BELL #2253 BEAVERTON OR,6918,($22.22),--
1/31/2023,1/31/2023,AMZN Mktp US*KW7B09T63 Amzn.com/bill WA,6918,($51.57),--
1/31/2023,1/30/2023,AMZN Mktp US*0U5S88GT3 Amzn.com/bill WA,6918,($20.99),--
1/31/2023,1/30/2023,AMZN Mktp US*102MX9FH3 Amzn.com/bill WA,6918,($23.98),--
1/31/2023,1/30/2023,TMOBILE*AUTO PAY 800-937-8997 WA,6918,($145.84),--
1/31/2023,1/29/2023,TST* Killer Burger - Ceda Beaverton OR,6918,($16.95),--
1/30/2023,1/29/2023,Columbia 425 Portland OR,6918,($247.84),--
1/30/2023,1/27/2023,F15 CAFE ALOHA OR,6918,($7.17),--
1/30/2023,1/27/2023,SUSHI CHIYO BEAVERTON OR,6918,($60.30),--
1/30/2023,1/27/2023,SQ *STUMPTOWN ESCAP 877-417-4551 OR,6918,($69.98),--
1/27/2023,1/26/2023,AMZN Mktp US*XJ8GH5ZA3 Amzn.com/bill WA,6918,($5.88),--
1/27/2023,1/26/2023,TRIPLE 7 STATION BEAVERTON OR,6918,($20.00),--
1/26/2023,1/25/2023,KFC C748019 BEAVERTON OR,6918,($16.68),--
1/27/2023,1/25/2023,ROSS STORES #1038 BEAVERTON OR,6918,($82.96),--
1/26/2023,1/24/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($37.46),--
1/25/2023,1/23/2023,LAX UNIVISION LOS ANGELES CA,6918,($7.39),--
1/25/2023,1/23/2023,NEW ORLEANS AIRPORT KENNER LA,6918,($15.56),--
1/25/2023,1/23/2023,LAX UNIVISION LOS ANGELES CA,6918,($16.93),--
1/25/2023,1/23/2023,TACO BELL #032940 ALOHA OR,6918,($18.84),--
1/24/2023,1/23/2023,MARIE LAVEAU'S NEW ORLEANS LA,6918,($101.80),--
1/24/2023,1/23/2023,GEICO *AUTO 800-841-3000 DC,6918,($106.47),--
1/24/2023,1/23/2023,PDX AIRPORT PARKING PORTLAND OR,6918,($108.00),--
1/23/2023,1/22/2023,CVS/PHARMACY #00763 NEW ORLEANS LA,6918,($0.44),--
1/25/2023,1/22/2023,BOOGIE WOOGIE NEW ORLEANS LA,6918,($12.05),--
1/24/2023,1/22/2023,CAFE BEIGNET BOURBON NEW ORLEANS LA,6918,($16.16),--
1/23/2023,1/22/2023,CVS/PHARMACY #00763 NEW ORLEANS LA,6918,($17.28),--
1/23/2023,1/22/2023,AMZN Mktp US*B143Q3JN3 Amzn.com/bill WA,6918,($130.24),--
1/23/2023,1/21/2023,THE VERTI MARTE NEW ORLEANS LA,6918,($4.77),--
1/23/2023,1/21/2023,DAIQUIRIS DELIGHT SHOP NEW ORLEANS LA,6918,($15.26),--
1/23/2023,1/21/2023,RAZZOO BAR PATIO NEW ORLEANS LA,6918,($19.68),--
1/23/2023,1/21/2023,TST* LUZIANNE CAFE NEW ORLEANS LA,6918,($27.91),--
1/23/2023,1/21/2023,RAZZOO BAR PATIO NEW ORLEANS LA,6918,($30.60),--
